

03,04,05,29,47
03,04,06,41,49
03,04,07,14,43
03,04,09,24,39
03,05,07,22,45


03,05,09,19,34
03,05,35,41,43
03,06,09,29,45
03,06,24,27,35
03,09,27,47,49


03,14,19,45,47
03,22,24,34,41
03,22,27,39,43
03,29,34,39,49
04,05,07,09,41


04,05,14,19,49
04,05,34,35,39
04,06,09,35,43
04,06,22,29,39
04,07,19,27,35


04,09,14,22,27
04,14,24,34,45
04,14,35,41,47
04,19,22,43,45
04,22,34,47,49


04,24,27,41,43
04,24,29,35,49
04,27,39,45,47
05,06,07,14,35
05,06,39,41,47


05,07,19,24,47
05,07,27,43,49
05,09,24,29,43
05,09,27,35,45
05,14,29,34,41


05,34,43,45,47
06,07,19,34,41
06,09,14,34,39
06,09,19,22,47
06,14,27,29,49


06,22,24,43,49
06,22,27,41,45
07,09,39,45,49
07,14,24,41,49
07,19,29,39,43


07,22,41,43,47
07,24,27,29,34
07,29,35,45,47
09,14,41,43,45
09,19,29,41,49


09,22,35,39,41
09,24,34,35,47
14,19,27,34,43
14,22,24,39,47
14,35,39,43,49


19,22,29,34,35
19,24,35,39,45
34,35,41,45,49

3 4 5 6 7 9 14 19 22 24 27 29 34 35 39 41 43 45 47 49
