01,02,03,04,16
01,02,03,07,09
01,02,03,11,17
01,02,03,14,19
01,02,03,15,18
01,02,04,07,18
01,02,04,08,09
01,02,04,15,19
01,02,04,17,20
01,02,05,07,15
01,02,05,08,10
01,02,05,09,18
01,02,05,12,17
01,02,05,13,20
01,02,06,07,11
01,02,06,08,15
01,02,06,09,19
01,02,06,13,18
01,02,06,14,16
01,02,07,16,17
01,02,08,14,17
01,02,08,18,19
01,02,09,12,14
01,02,09,15,17
01,02,10,11,15
01,02,10,14,20
01,02,10,16,18
01,02,11,14,18
01,02,11,19,20
01,02,12,13,15
01,02,12,18,20
01,02,13,17,19
01,02,15,16,20
01,03,04,06,17
01,03,04,08,11
01,03,04,09,15
01,03,04,10,12
01,03,04,19,20
01,03,05,07,11
01,03,05,09,19
01,03,05,14,15
01,03,05,16,18
01,03,06,09,20
01,03,06,10,13
01,03,06,12,14
01,03,07,08,19
01,03,07,10,16
01,03,07,13,14
01,03,07,15,17
01,03,08,09,10
01,03,08,13,17
01,03,08,18,20
01,03,09,12,18
01,03,09,14,17
01,03,10,14,18
01,03,10,17,19
01,03,11,12,19
01,03,11,13,15
01,03,11,14,16
01,03,12,15,16
01,03,13,16,19
01,04,05,06,07
01,04,05,09,11
01,04,05,10,15
01,04,05,12,16
01,04,05,14,18
01,04,06,10,19
01,04,06,11,15
01,04,06,13,14
01,04,07,09,17
01,04,07,10,14
01,04,07,13,15
01,04,08,16,17
01,04,09,12,20
01,04,09,14,16
01,04,10,11,13
01,04,11,12,17
01,04,11,14,20
01,04,11,16,18
01,04,12,13,19
01,04,12,15,18
01,04,13,16,20
01,04,13,17,18
01,04,14,15,17
01,05,06,08,09
01,05,06,10,16
01,05,06,11,13
01,05,06,12,18
01,05,07,08,16
01,05,07,10,19
01,05,07,17,18
01,05,08,11,17
01,05,08,12,13
01,05,08,15,19
01,05,09,10,17
01,05,09,12,15
01,05,09,13,16
01,05,09,14,20
01,05,10,13,14
01,05,11,12,20
01,05,11,16,19
01,05,15,16,17
01,05,17,19,20
01,06,07,08,18
01,06,07,09,16
01,06,07,13,19
01,06,07,14,15
01,06,07,17,20
01,06,08,11,12
01,06,08,13,16
01,06,08,14,19
01,06,09,10,15
01,06,09,11,14
01,06,09,12,13
01,06,09,17,18
01,06,10,14,17
01,06,11,18,19
01,06,12,17,19
01,06,13,15,17
01,06,14,18,20
01,06,15,16,18
01,07,08,09,14
01,07,08,10,20
01,07,09,11,19
01,07,10,12,17
01,07,10,15,18
01,07,11,13,18
01,07,11,14,17
01,07,11,15,16
01,07,12,13,16
